submission_date,state,conf_cases,new_case,conf_death,new_death
08/05/2020,CA,524722,5295,9520,171
04/20/2020,RI,,363,,5
11/06/2020,WY,13871,996,105,0
10/05/2022,ME,209608,346,2282,10
07/19/2021,VA,532603,275,9693,1
09/04/2022,MI,2399555,0,34750,0
07/02/2020,NE,,174,,6
05/25/2022,CT,721026,1642,8950,-1
01/25/2020,MO,,0,,0
04/05/2020,CA,13438,1412,319,43
04/06/2020,MO,,293,,8
03/17/2021,ID,142137,454,1690,6
06/14/2020,WI,22758,264,692,1
10/04/2021,CT,355368,367,7072,0
02/28/2020,DE,11,0,0,0
09/06/2022,SC,1305892,764,,0
07/31/2020,NC,121853,1926,2098,32
02/20/2022,OR,685953,0,6456,0
03/02/2020,VT,,0,,0
11/27/2020,CA,1171324,12635,19109,78
09/19/2021,NJ,985599,1909,24424,8
01/07/2022,WY,94809,764,1572,0
12/02/2020,WI,395090,4565,3502,92
02/01/2021,NH,,363,,2
06/19/2022,WY,127813,0,1824,0
03/30/2021,MD,,903,8613,9
05/28/2021,MN,,359,6998,5
05/26/2022,OR,758879,1669,7610,3
05/13/2021,OR,193732,718,2572,13
03/08/2022,SC,1153129,130,,33
12/05/2021,ME,94177,492,1233,0
10/02/2022,NE,374537,0,3579,0
07/01/2021,KY,345849,193,7024,0
11/29/2021,WI,870249,6580,8973,11
06/03/2022,WY,124993,0,1820,0
08/05/2022,MN,,0,12978,0
06/21/2020,MN,,307,1384,4
08/26/2022,RI,,0,,0
10/17/2022,DC,,0,,0
10/29/2021,CA,4647587,7098,,111
01/06/2022,IL,2339534,44089,28260,120
10/07/2022,AZ,1992250,0,27363,0
09/27/2021,MD,,960,10209,7
10/17/2021,CT,360699,382,7138,0
03/03/2020,NC,1,1,0,0
10/07/2021,MN,,2667,7798,32
03/14/2022,FSM,13,0,0,0
04/04/2021,ME,40040,354,723,1
08/31/2022,CA,10268137,0,,0
07/13/2022,FSM,38,0,0,0
02/12/2021,VA,432084,3191,5988,8
12/18/2020,SC,249341,4441,,28
05/15/2021,RI,,87,,0
03/15/2022,FSM,13,0,0,0
07/08/2020,FSM,0,0,0,0
07/12/2021,FSM,0,0,0,0
10/07/2021,NJ,1013445,2065,24754,9
09/28/2021,OR,326191,1620,3750,41
04/17/2022,DC,,0,,0
12/02/2021,KY,562602,2921,10629,24
10/17/2022,NJ,2347970,1099,31708,2
07/28/2022,VA,1388890,3132,17425,16
05/18/2021,MT,100547,138,1602,4
03/14/2022,VI,,11,,0
09/02/2022,IL,3696385,4252,34747,19
05/05/2020,NH,,48,,6
06/13/2020,MD,,692,2904,25
11/21/2021,VT,,450,,1
12/15/2020,MI,502885,3623,11494,118
07/30/2022,DE,267335,0,2716,0
04/19/2022,KY,913154,376,13862,3
04/04/2020,VT,,63,,2
11/19/2020,DE,28754,392,713,3
12/15/2020,WY,34712,289,328,7
10/07/2020,NV,83347,432,,10
05/06/2022,ME,180985,264,2085,9
05/15/2022,IL,3209341,0,33705,0
10/21/2020,VA,157998,1018,3266,30
03/31/2021,KY,324611,667,6569,10
05/22/2022,VT,,0,,0
01/07/2022,ID,258936,1335,3492,12
09/09/2021,MN,,1211,7440,9
04/20/2021,LA,,360,9410,13
06/04/2021,ID,154293,165,1833,0
01/10/2022,KY,669096,6479,11545,27
04/14/2022,MD,,786,14134,3
11/14/2020,DE,27017,372,699,4
03/28/2021,WY,47438,0,695,0
04/11/2021,DE,92215,344,1584,3
10/31/2021,CT,365086,0,7182,0
01/04/2022,MT,164057,935,2911,3
10/13/2021,LA,,551,12509,30
07/10/2022,MO,,0,,0
10/07/2020,WY,5866,129,53,0
10/06/2020,VI,,-1,,0
02/06/2022,NE,318742,0,3108,0
09/20/2022,IL,3740350,1878,34908,25
08/23/2022,IL,3657772,3825,34625,20
05/29/2022,WI,1468151,0,12997,0
11/06/2021,IL,1712986,0,25948,0
09/29/2022,VT,,0,,0
12/11/2021,MT,160083,0,2821,0
12/25/2021,MN,,0,9678,0
05/17/2020,WY,566,13,8,1
05/17/2020,ME,1533,27,70,1
09/16/2020,NJ,,454,14263,11
10/17/2021,WY,78729,342,1080,0
07/22/2020,OR,14587,255,267,2
11/27/2020,VA,205632,1544,3704,15
01/16/2021,SC,354754,6555,,72
06/17/2020,CA,157015,3455,5064,62
02/03/2022,OR,649389,5416,6181,18
06/28/2021,MD,,37,9561,1
03/17/2021,IL,1213765,1655,20988,20
04/10/2020,DE,1306,99,28,2
02/20/2021,MN,,870,6153,11
06/20/2022,FSM,38,0,0,0
11/26/2020,NC,332025,4636,5494,37
01/14/2021,CA,2816969,35930,31222,537
02/11/2021,KY,300550,1740,5889,28
01/19/2021,NJ,572306,4628,18421,54
04/09/2021,IL,1273200,4004,21476,22
08/24/2020,NE,,340,,5
02/25/2020,VA,0,0,0,0
08/26/2020,NC,159372,1405,2833,30
04/03/2020,NV,,56,,5
07/13/2020,NH,,14,,0
09/29/2020,VT,,3,,0
03/15/2022,SC,1154076,97,,0
01/05/2021,FSM,0,0,0,0
05/30/2022,MD,,0,14330,0
10/09/2020,NJ,,991,14376,3
11/29/2020,NV,150527,1298,,17
06/19/2020,IL,135470,831,6580,66
04/02/2020,MN,,47,,4
03/10/2022,VA,1178692,1659,15910,35
05/24/2021,KY,341056,126,6859,7
02/03/2022,VT,,556,,3
05/24/2021,AZ,811791,450,15612,0
05/21/2022,NH,,0,,0
04/13/2020,SC,3421,116,,1
07/29/2022,CT,763624,905,9076,0
02/03/2022,RI,,1105,,7
05/01/2022,NH,,0,,0
10/24/2021,DE,129218,288,1954,3
09/21/2021,AZ,982450,1934,17456,71
04/21/2020,LA,,331,1405,77
05/11/2021,AZ,805991,683,15486,19
06/04/2022,ID,354413,0,4026,0
02/04/2021,ME,32723,254,620,2
03/02/2020,CT,,0,,0
07/11/2020,KY,19879,669,725,5
08/29/2020,ME,4052,17,131,0
08/19/2022,VT,,71,,0
01/03/2022,MN,,6774,9918,48
01/19/2021,MN,,919,5726,6
01/02/2021,LA,,0,7115,0
09/05/2022,NJ,2283453,636,31480,0
12/28/2020,ID,113735,795,1216,23
01/09/2021,FSM,0,0,0,0
03/31/2022,OR,704152,314,7144,5
10/03/2022,NC,2654111,911,23347,5
08/23/2020,MI,177821,821,6443,12
10/26/2020,IL,378985,4729,9522,17
01/17/2021,NE,,466,,0
09/30/2022,FSM,14466,1273,33,0
10/17/2022,RI,,0,,0
04/19/2021,DE,94676,399,1607,1
02/15/2021,FSM,0,0,0,0
08/29/2020,FSM,0,0,0,0
08/19/2020,IL,211889,2295,7806,24
02/06/2022,FSM,11,0,0,0
04/07/2020,MN,,85,,5
01/22/2020,MI,,0,,0
04/27/2021,LA,,452,9445,10
05/29/2022,WY,124529,0,1820,0
02/21/2022,CA,8296145,0,,0
01/13/2021,CA,2781039,33751,30685,580
05/15/2022,VI,,0,,0
06/09/2021,KY,343459,258,6944,8
08/14/2020,FSM,0,0,0,0
07/22/2022,WI,1552695,2250,13195,4
11/25/2020,MN,,6387,3313,75
06/29/2020,MO,,882,,3
07/11/2021,VT,,3,,2
02/03/2021,NJ,631309,2311,19506,109
07/15/2021,KY,348418,562,7079,5
12/17/2020,NV,196379,2281,,20
07/13/2020,NC,87498,1808,1670,27
06/17/2020,VI,,0,,0
01/08/2022,AZ,1309588,16504,21433,88
01/09/2021,NV,246309,2648,,56
02/25/2021,CT,260425,975,6248,19
04/26/2022,IL,3124700,2509,33584,5
09/08/2021,IL,1554336,3961,24194,72
03/17/2021,CT,273503,373,6420,8
09/19/2021,VA,622017,0,10342,0
01/08/2021,FSM,0,0,0,0
05/24/2022,MT,214530,0,3385,0
03/13/2021,MO,,362,,5
08/21/2022,MI,2368926,0,34537,0
02/22/2020,MN,,0,,0
02/14/2022,NJ,1854702,1074,29450,22
05/24/2022,VT,,0,,0
09/29/2022,VI,,8,,0
05/22/2022,NE,340551,0,3451,0
08/04/2021,MD,,695,9643,3
04/03/2022,NV,658403,0,,0
12/22/2020,OR,103353,1318,1367,35
05/08/2020,MT,458,-1,16,0
02/23/2022,WY,121865,113,1718,0
09/11/2022,VT,,0,,0
03/22/2022,NC,2197530,457,21658,16
10/06/2021,NJ,1011758,1852,24745,17
06/21/2021,WY,51848,48,734,0
01/17/2022,NJ,1731512,9078,27251,31
09/07/2020,IL,250961,1381,8179,8
05/24/2022,VA,1265469,3227,16983,8
09/19/2022,MO,,0,,0
09/05/2021,NJ,960384,1714,24217,6
06/02/2020,VA,44069,841,1300,15
02/24/2020,DE,11,0,0,0
09/22/2022,MT,234713,0,3512,0
09/08/2020,WI,82477,749,1168,0
09/18/2020,VT,,2,,0
06/30/2020,ID,5553,365,72,1
08/02/2020,CT,47854,0,3551,0
09/06/2022,MI,2412147,15854,34818,83
07/13/2021,SC,497866,258,,0
10/25/2020,KY,84143,1119,1850,27
05/16/2020,FSM,0,0,0,0
05/09/2020,ME,1310,27,64,1
01/10/2021,WI,506890,2126,5157,3
06/29/2022,WY,129421,0,1834,0
12/06/2021,KY,568055,1369,10696,20
10/03/2021,IL,1635622,2379,25055,23
06/06/2022,NH,,278,,4
06/10/2021,SC,493399,196,,0
08/26/2022,AZ,1969508,0,27023,0
08/11/2022,CA,10071958,0,,0
03/03/2020,MI,49,22,0,0
02/24/2021,FSM,0,0,0,0
10/19/2021,LA,,581,12602,38
03/24/2021,MN,,1310,6428,9
12/04/2021,MN,,0,9039,0
06/17/2021,DE,100882,53,1683,0
06/05/2020,ID,2821,57,63,0
09/08/2021,VA,600444,4474,10120,30
07/12/2020,DE,12170,215,517,2
01/20/2021,CT,220121,1915,5470,44
12/19/2020,WI,455351,4315,4399,90
01/31/2022,DC,,1071,,5
10/04/2020,MT,14635,74,187,1
10/23/2020,MO,,2260,,32
12/12/2020,ME,16399,428,253,0
10/27/2021,MT,146371,983,2321,16
10/05/2021,MD,,649,10316,19
12/06/2020,NC,372314,5529,5864,50
08/29/2020,RI,,68,,0
06/28/2021,NJ,892714,148,23740,1
08/24/2022,CT,779814,1119,9150,1
04/05/2021,ID,146078,655,1719,6
02/24/2021,DE,81788,254,1467,6
01/04/2021,CA,2409703,18442,26480,-14
02/14/2022,WI,1369062,4192,11603,53
08/17/2020,VI,,19,,0
10/11/2020,MD,,562,3982,5
05/27/2020,MT,485,6,17,0
03/29/2020,DC,,59,,4
10/28/2021,CA,4640489,8770,71408,113
04/16/2020,WI,,154,,15
09/02/2022,NH,,174,,0
08/25/2022,NJ,2267164,2634,31410,15
02/12/2020,NH,,0,,0
09/26/2022,IL,3754941,3666,34956,12
03/20/2021,ME,37531,133,705,1
03/27/2020,MN,,0,,0
02/10/2022,CT,638324,1026,8320,5
01/24/2022,NJ,1791664,4844,27892,40
11/07/2021,SC,729101,656,,33
02/14/2022,DC,,475,,0
01/26/2020,AZ,,1,,0
09/29/2020,MN,,809,2020,5
10/22/2021,VI,,8,,0
03/19/2022,MD,,0,14029,0
04/29/2022,NE,338088,162,3438,0
08/12/2022,ME,201145,461,2206,0
03/27/2022,VA,1191801,0,16323,0
04/17/2020,DE,2195,113,62,4
06/13/2020,OR,5355,158,173,1
05/09/2022,MO,,0,,0
09/06/2020,VT,,0,,0
03/12/2020,CA,198,21,3,0
08/03/2020,MO,,1449,,18
04/03/2021,NH,,438,,2
09/22/2021,NH,,345,,4
07/27/2022,WY,133470,0,1857,0
04/27/2021,CA,3633185,1445,60208,5
02/08/2021,ME,33279,155,626,3
06/17/2021,DC,,9,,1
09/10/2021,IL,1564386,5309,24261,52
04/16/2022,ME,173790,2,2050,0
11/09/2020,LA,,391,5819,12
09/18/2021,LA,,1064,11910,17
08/07/2021,ME,52123,137,851,0
10/30/2020,MO,,3306,,43
04/21/2021,ID,149049,294,1767,6
03/21/2020,NH,,10,,0
05/12/2020,VT,,1,,0
08/08/2021,RI,,195,,0
05/27/2020,NJ,,881,11339,148
12/28/2021,CT,444159,5753,7493,53
09/11/2021,VT,,206,,3
08/06/2022,SC,1268692,2172,,1
10/13/2022,FSM,21815,0,55,0
08/20/2021,LA,,5922,10690,67
01/22/2022,IL,2773362,0,29845,0
06/26/2022,LA,,0,14805,0
11/12/2021,SC,731247,917,,12
05/04/2022,OR,726612,1462,7519,8
10/18/2020,ME,5331,23,145,0
05/27/2021,WY,50621,87,719,0
07/19/2020,MI,136042,694,6132,3
08/25/2021,MD,,1190,9764,9
06/27/2020,CA,206433,5972,5786,69
07/06/2020,NC,74648,1425,1541,19
12/11/2020,MD,,2616,5128,53
06/08/2021,VA,526805,182,9492,8
09/14/2020,WY,3723,46,46,4
01/17/2021,ID,127092,278,1415,2
04/17/2020,VA,7406,602,231,23
10/29/2021,NJ,1040126,1306,25147,12
09/27/2021,IL,1618800,2225,24860,31
03/08/2022,NE,335322,118,3288,1
08/14/2021,SC,542310,3864,,48
03/31/2021,NH,,462,,1
08/12/2021,ME,52757,226,854,1
07/11/2021,NC,864459,682,12075,4
02/18/2020,VT,,0,,0
10/27/2020,MI,267364,3797,7315,23
03/26/2020,CA,3006,471,64,16
03/07/2022,IL,3039806,2607,32956,43
09/16/2022,MO,,9185,,46
11/25/2020,MO,,4404,,64
12/04/2020,VI,,20,,0
07/18/2022,VT,,151,,0
04/20/2021,MN,,1185,6645,5
06/30/2021,NH,,23,,1
05/05/2020,DE,5639,214,228,10
07/12/2020,LA,,1319,3308,13
04/04/2022,WI,1394299,999,12799,-1
02/19/2022,KY,893236,2703,13115,37
07/07/2021,FSM,0,0,0,0
04/28/2020,MD,,626,1008,46
12/18/2021,NE,243616,0,2757,0
09/02/2022,MN,,0,13117,0
04/09/2021,WY,48133,71,701,0
09/20/2020,MD,,412,3851,6
09/26/2022,VT,,181,,0
12/28/2020,MN,,1077,5003,13
08/17/2021,MT,107660,621,1743,7
02/01/2021,NV,279146,838,,8
10/10/2022,ME,210097,51,2295,1
11/19/2021,AZ,1117640,5070,19366,78
05/05/2020,NJ,,2334,8244,334
03/02/2022,FSM,13,0,0,0
07/23/2022,NC,2472732,5251,22596,19
04/02/2021,NH,,471,,0
02/23/2020,MD,,0,0,0
10/16/2022,SC,1325786,524,,1
07/24/2022,SC,1247127,2645,,46
05/13/2020,KY,7182,272,364,5
03/08/2020,NH,,2,,0
08/29/2021,VA,576221,0,9940,0
08/28/2022,MD,,0,14890,0
01/17/2022,CT,587029,15844,7800,-2
02/26/2022,MN,,0,12081,0
09/25/2022,SC,1318560,671,,22
02/11/2021,NV,286387,592,,55
08/12/2021,VA,551047,2361,9782,2
05/08/2020,LA,,203,2154,19
09/12/2021,NH,,405,,0
03/27/2021,CA,3559193,3278,57551,215
04/28/2021,VT,,46,,0
12/07/2020,NH,,1045,,2
02/25/2021,NV,292630,571,,14
03/25/2021,WI,574436,822,6599,4
05/20/2022,MT,214530,1079,3385,4
08/27/2022,OR,875409,0,8383,0
11/05/2021,ME,77333,754,1112,2
11/08/2020,NH,,247,,0
12/11/2020,KY,181496,4170,3399,53
03/23/2021,FSM,0,0,0,0
03/28/2022,ME,170274,452,1980,5
12/24/2020,DE,51025,796,931,11
07/23/2022,LA,,0,14886,0
10/06/2021,WI,742832,2742,8073,10
12/10/2020,DC,,244,,4
01/29/2022,ME,154185,985,1589,1
04/01/2020,NV,,166,,6
09/25/2021,RI,,324,,3
04/30/2022,NJ,1948819,3254,30395,4
04/30/2021,CT,311270,786,6659,13
10/10/2020,SC,150360,1181,,16
03/23/2020,SC,244,22,,0
03/11/2022,RI,,193,,0
09/08/2022,DE,276206,239,2756,1
08/04/2020,LA,,3615,3937,27
11/26/2020,VI,,2,,0
09/01/2022,IL,3692133,4584,34734,23
01/11/2021,SC,335817,4311,,14
09/02/2020,NV,69872,238,,23
10/16/2020,NC,232865,2700,4170,27
07/28/2020,KY,29056,608,845,10
09/17/2021,OR,309841,2073,3569,22
03/13/2022,CA,8426700,0,,0
10/14/2022,CT,806114,735,9290,1
10/23/2020,AZ,230624,977,5578,6
05/25/2020,WY,644,5,12,0
02/21/2020,WY,,0,,0
11/05/2021,NV,443641,844,,21
10/22/2020,MT,26320,1608,283,8
01/20/2022,SC,996281,13086,,23
03/05/2021,MN,,796,6261,13
06/06/2020,SC,14124,496,,8
06/15/2022,AZ,1845454,16334,26426,28
03/06/2020,CA,69,9,1,0
07/03/2020,LA,,1728,3170,23
03/12/2020,CT,,4,,0
09/24/2022,DE,278920,0,2782,0
06/14/2021,DC,,7,,1
03/25/2020,MD,,74,6,1
04/14/2020,DC,,103,,15
07/07/2021,MT,101776,151,1671,3
05/08/2021,CT,314410,275,6697,0
08/26/2021,NC,1004416,8197,12976,48
09/13/2020,CA,754923,4625,14210,128
03/21/2021,MT,96083,94,1414,0
02/19/2020,RI,,0,,0
12/17/2020,VA,254722,3853,4126,45
10/17/2020,ME,5314,27,145,1
09/12/2021,MT,118128,406,1838,2
08/06/2020,NE,,366,,5
06/02/2021,MI,893009,386,19426,28
04/17/2021,DC,,130,,2
12/04/2020,RI,,1397,,13
12/24/2020,NH,,390,,13
07/07/2022,MN,,7244,12837,29
01/17/2022,DE,209393,2105,2326,14
06/15/2022,ID,357255,894,4035,3
11/19/2020,CT,92625,2353,3862,21
04/12/2020,VT,,18,,3
05/26/2021,NJ,886585,395,23489,35
10/16/2021,KY,524273,1449,9834,38
03/05/2021,SC,451187,1481,,37
09/21/2020,NH,,5,,0
02/29/2020,VA,0,0,0,0
01/03/2021,MI,547962,2349,13278,83
12/18/2020,KY,196171,3798,3726,54
04/05/2022,ME,171614,725,1988,6
04/20/2022,NE,337015,1,3436,0
04/06/2022,DE,235430,92,2636,0
02/04/2022,AZ,1691578,9077,22718,100
11/19/2021,MN,,5148,8615,30
11/19/2020,VI,,0,,0
10/07/2020,WI,138698,2463,1415,16
10/11/2021,MI,1064557,3276,21349,6
06/14/2022,ME,192410,357,2138,1
05/07/2021,MI,872207,1927,18423,69
03/31/2020,OR,,84,,2
09/01/2021,NC,1039229,7497,13332,81
04/25/2021,RI,,204,,0
06/03/2020,RI,,57,,10
05/26/2020,KY,9228,172,456,6
12/31/2021,MD,,13110,11638,36
09/21/2021,ME,62769,551,933,5
11/05/2020,ID,60065,1265,622,7
09/26/2021,IL,1616575,2223,24833,29
05/13/2020,MT,462,3,16,0
02/28/2022,VT,,392,,3
01/29/2021,AZ,701465,5031,11612,203
03/14/2022,CT,654786,809,8736,7
03/05/2021,NC,755560,1940,10987,17
05/19/2022,SC,1170121,1413,,0
05/10/2020,MT,458,0,16,0
09/23/2020,NE,,496,,1
09/10/2021,WI,678240,2777,7740,24
01/27/2021,MN,,827,5882,18
12/03/2021,DE,140661,723,2058,4
03/05/2020,NJ,,2,,0
05/20/2021,NH,,113,,1
08/24/2020,NH,,27,,0
07/10/2020,OR,10881,266,227,2
05/22/2021,OR,198356,505,2618,5
09/09/2021,DE,112517,348,1779,4
01/25/2022,ID,286372,3518,3573,14
03/26/2020,FSM,0,0,0,0
10/25/2021,ID,227967,1090,2868,15
06/15/2020,MO,,430,,7
04/06/2021,ME,40449,394,724,1
05/03/2022,VA,1225040,1436,16888,10
08/30/2022,MI,2399555,19158,34750,129
06/05/2022,AZ,1820476,0,26369,0
05/25/2022,MD,,2623,14325,14
02/21/2020,CA,17,2,0,0
11/14/2021,MD,,819,10848,7
04/28/2021,VI,,5,,0
05/03/2020,MN,,1010,428,33
03/07/2021,NV,296190,230,,1
10/18/2022,LA,,0,15261,0
03/21/2020,DE,56,9,0,0
03/14/2022,MT,211779,133,3223,0
12/31/2020,RI,,1285,,6
02/02/2022,VT,,683,,3
02/06/2022,NC,2118862,6799,19945,91
09/11/2020,MI,198773,1385,6605,8
01/30/2022,SC,1097635,8331,,65
02/14/2022,NE,322914,1057,3155,15
12/16/2021,CA,4901895,9094,,85
05/29/2021,NE,,12,,0
02/11/2021,IL,1155833,2838,19841,116
05/18/2022,OR,745723,1942,7568,1
10/13/2022,MD,,749,15197,5
11/24/2021,WI,859711,4733,8944,49
04/14/2022,AZ,1783022,0,25911,0
10/28/2020,VI,,2,,0
08/26/2021,NH,,322,,2
02/12/2021,AZ,740795,2429,13128,172
09/09/2022,AZ,1979380,0,27138,0
01/23/2022,AZ,1561338,22922,22104,66
10/14/2020,AZ,222719,902,5485,5
06/16/2020,MT,630,18,20,1
05/12/2020,MT,459,0,16,0
11/27/2020,IL,705063,7574,12029,90
07/05/2022,LA,,3515,14824,3
04/23/2020,ME,960,28,44,5
07/12/2022,WI,1535272,1894,13169,2
02/07/2021,NC,703338,3285,10165,54
09/03/2022,VT,,0,,0
08/11/2022,FSM,7139,3,19,0
11/12/2021,MI,1188678,17779,22767,48
03/22/2021,FSM,0,0,0,0
03/09/2022,IL,3042495,1634,33010,34
09/21/2022,MD,,1090,15076,7
11/29/2020,IL,720114,7178,12193,44
07/20/2021,ME,51039,59,839,5
03/17/2022,VT,,161,,2
05/22/2021,CA,3671655,1186,61722,50
03/04/2020,KY,,0,,0
10/09/2020,WI,144818,3164,1440,16
01/27/2021,NE,,655,,12
03/14/2021,NE,,130,,0
03/05/2022,WI,1383739,0,12089,0
08/10/2021,OR,232436,2333,2912,9
01/23/2021,ME,30215,537,535,0
09/10/2021,NE,253080,921,2356,2
07/31/2021,NJ,907249,1182,23883,7
02/25/2020,DE,11,0,0,0
07/14/2022,NJ,2164884,4271,31055,12
03/09/2021,MI,638262,2222,15789,11
06/04/2021,NE,,43,,0
07/10/2022,NE,353399,0,3473,0
11/09/2020,NC,280557,1596,4920,38
12/20/2020,VA,262589,3876,4189,7
11/11/2020,IL,523840,12657,10434,153
11/02/2020,VT,,23,,0
10/03/2020,NH,,63,,0
06/06/2022,LA,,1984,14778,4
11/15/2021,ID,238615,678,3107,7
02/02/2021,RI,,222,,12
01/14/2021,DC,,220,,11
05/23/2021,VT,,22,,0
05/10/2022,SC,1164804,425,,0
05/09/2020,ID,2049,25,49,0
08/02/2020,FSM,0,0,0,0
08/08/2021,NE,,148,,0
07/18/2021,MT,102314,26,1691,0
03/19/2022,DC,,0,,0
01/25/2021,NJ,598660,4143,18851,21
02/01/2022,DE,226491,359,2463,6
06/06/2020,LA,,497,2814,13
11/12/2021,ME,80551,819,1123,0
11/29/2020,DE,33706,593,748,3
04/27/2021,KY,333502,710,6728,6
08/01/2022,WI,1569411,4618,13229,14
08/09/2022,VA,1411454,2770,17560,10
07/25/2022,ME,198338,475,2180,0
11/05/2021,WI,804872,3281,8597,19
08/12/2021,LA,,5287,10314,54
03/28/2020,KY,489,105,9,0
01/08/2021,NC,555993,10938,7963,101
06/29/2021,VI,,8,,0
04/13/2020,MT,,4,,1
04/18/2022,WY,123253,0,1801,0
05/15/2022,VA,1242434,0,16954,0
08/13/2021,DE,104469,262,1719,1
04/28/2022,OR,719857,1227,7502,3
12/21/2020,NJ,,3876,16315,29
02/17/2020,MI,,0,,0
03/08/2021,RI,,203,,2
12/02/2021,CA,4815277,11020,,97
09/19/2020,SC,135497,1083,,20
03/16/2022,SC,1154135,138,,10
03/15/2022,ME,168609,307,1945,20
05/03/2022,LA,,439,14691,6
08/24/2021,NV,382773,1007,,46
05/24/2021,MT,100826,21,1603,0
02/02/2021,NC,685165,10528,9919,93
09/25/2020,SC,139762,855,,17
04/28/2021,ME,45623,165,757,4
08/06/2021,IL,1436353,3040,23503,18
08/19/2021,VA,561181,2764,9830,6
02/27/2020,WI,,0,,0
02/16/2022,OR,682566,1714,6416,23
02/19/2022,MD,,0,13741,0
11/16/2021,IL,1747513,3005,26137,22
02/01/2022,MI,1991018,13606,29997,172
05/03/2020,CT,27552,25,1853,59
01/11/2022,ID,261830,2319,3497,5
12/01/2020,CA,1225189,12221,19249,29
02/14/2020,NJ,,0,,0
04/01/2022,RI,,230,,0
02/04/2020,CA,6,0,0,0
11/20/2020,MT,53293,1475,567,6
01/23/2020,NE,,0,,0
08/05/2022,MI,2335897,0,34340,0
06/22/2022,SC,1202000,1645,,4
05/23/2022,NJ,2027112,2955,30556,9
01/24/2022,WY,108554,2504,1601,0
10/02/2021,MN,,1178,7708,6
07/22/2021,IL,1406459,1993,23398,6
09/15/2021,NV,407258,1046,,26
10/09/2020,MN,,1390,2121,14
01/25/2020,LA,,0,,0
11/11/2021,ME,79927,613,1123,3
04/17/2021,MT,98868,148,1545,8
05/01/2022,SC,1161107,593,,79
01/24/2020,NJ,,0,,0
05/19/2022,NV,671933,0,,0
10/01/2021,DE,121421,620,1870,4
05/31/2021,CT,318190,55,6777,0
06/14/2022,MO,,0,,0
06/08/2022,VA,1293615,0,17053,0
10/28/2021,WY,81988,491,1174,0
01/31/2020,VI,,0,,0
08/02/2020,MN,,0,1614,0
01/30/2022,DC,,0,,0
02/18/2021,SC,435417,2123,,36
08/17/2020,NC,146002,886,2586,31
10/18/2021,ID,221504,1290,2765,42
02/22/2021,NV,291145,173,,10
03/24/2021,VT,,96,,1
06/29/2022,MO,,0,,0
05/20/2020,FSM,0,0,0,0
06/06/2022,SC,1186098,1242,,1
10/08/2022,ME,210067,0,2294,0
09/28/2020,DE,19289,144,583,0
01/24/2022,VI,,80,,1
01/20/2021,LA,,2493,7881,59
04/29/2021,WI,597358,904,6815,8
12/05/2020,MN,,6308,3829,75
02/18/2022,SC,1145255,1923,,14
11/17/2020,KY,120892,3219,2367,41
05/02/2020,MD,,1001,1239,52
09/26/2022,NC,2644867,1061,23311,7
08/06/2020,DC,,75,,0
11/09/2021,ID,236611,768,3058,3
07/11/2020,MD,,557,3288,7
04/03/2022,FSM,14,0,0,0
08/06/2021,MT,104986,272,1722,2
08/04/2021,WI,625336,1333,7450,3
01/30/2020,ID,,0,,0
05/03/2022,WI,1419876,1189,12890,9
03/21/2021,IL,1221863,1431,21081,28
03/13/2021,CA,3523563,3230,55095,217
01/10/2021,DC,,334,,4
09/24/2022,SC,1318081,745,,2
04/02/2022,NV,658403,0,,0
04/07/2021,ME,40694,371,725,1
10/27/2021,SC,723508,712,,27
05/09/2020,IL,76085,2325,3349,108
09/03/2021,WY,63539,604,858,0
07/26/2022,CT,760380,888,9074,6
05/13/2021,AZ,806807,544,15496,8
08/01/2022,OR,852951,2596,8130,29
12/01/2021,MO,,3495,,8
01/28/2020,MN,,0,,0
08/11/2020,AZ,187425,1215,3951,45
08/11/2022,MD,,1940,14790,6
01/23/2022,FSM,9,0,0,0
12/08/2020,SC,222326,2271,,6
09/11/2021,MI,972443,2333,20512,7
03/14/2021,KY,318884,337,6416,10
10/29/2021,FSM,5,0,0,0
06/22/2020,CA,178054,4230,5425,23
04/15/2020,MI,35881,1055,2538,139
08/13/2020,VA,99428,1101,2248,11
01/19/2022,VI,,127,,0
04/29/2022,MT,213197,78,3360,4
02/22/2022,SC,1148394,715,,0
06/22/2021,WI,612233,111,7253,3
12/21/2020,MO,,5063,,64
03/09/2020,NE,,0,,0
09/21/2020,RI,,64,,3
03/25/2022,CA,8476399,3029,,107
08/30/2021,MD,,942,9809,7
03/29/2021,WI,576044,320,6601,3
04/30/2021,NC,827419,1980,11586,14
10/31/2021,SC,725912,755,,26
07/05/2022,NE,351170,0,3471,0
06/22/2022,NV,705394,712,,4
05/30/2021,VA,525447,227,9429,13
04/02/2021,KY,325393,579,6583,11
07/06/2021,FSM,0,0,0,0
09/16/2021,MN,,2473,7516,14
05/20/2020,NJ,,1413,10747,161
04/18/2022,AZ,1783022,0,25911,0
03/08/2021,NC,758668,975,11029,13
07/28/2020,ID,18072,528,139,8
08/04/2020,NH,,33,,1
12/18/2020,IL,886805,7377,15015,221
08/09/2020,NE,,189,,0
10/14/2020,MT,20720,753,229,1
06/02/2020,FSM,0,0,0,0
10/01/2022,CT,800248,806,9266,0
01/18/2022,WI,1226097,19539,10582,43
07/02/2021,WI,612994,119,7315,1
12/04/2020,MI,465160,4948,10164,137
10/14/2022,MO,,4425,,36
